Frequency (Hz)	Level (dB)
261.763000	-53.974812
262.099457	-54.849209
262.435913	-55.717896
262.772369	-56.012623
263.108826	-55.364086
263.445282	-55.402248
263.781738	-54.484943
264.118195	-56.500896
264.454651	-55.276756
264.791107	-55.156536
265.127563	-55.220932
265.464020	-57.714367
265.800476	-53.558643
266.136932	-55.480846
266.473389	-58.732136
266.809845	-55.558105
267.146301	-56.487858
267.482758	-55.208508
267.819214	-55.406349
268.155670	-54.588924
268.492126	-58.933403
268.828583	-55.488636
269.165039	-57.049915
269.501495	-56.860542
269.837952	-57.631783
270.174408	-58.924515
270.510864	-56.691521
270.847321	-57.309753
271.183777	-57.698032
271.520233	-56.700245
271.856689	-57.767330
272.193146	-56.835327
272.529602	-60.142784
272.866058	-58.241955
273.202515	-55.573322
273.538971	-58.482815
273.875427	-56.874844
274.211884	-56.811779
274.548340	-56.565563
274.884796	-56.472271
275.221252	-57.957977
275.557709	-58.972256
275.894165	-55.095463
276.230621	-56.399151
276.567078	-56.822975
276.903534	-57.563469
277.239990	-59.095631
277.576447	-57.214077
277.912903	-56.604580
278.249359	-56.168247
278.585815	-57.099400
278.922272	-59.034561
279.258728	-58.563034
279.595184	-58.800983
279.931641	-59.392559
280.268097	-58.833183
280.604553	-58.751312
280.941010	-56.916843
281.277466	-56.410038
281.613922	-55.571293
281.950378	-53.666477
282.286835	-50.626949
282.623291	-47.463642
282.959747	-46.379601
283.296204	-53.263695
283.632660	-56.112316
283.969116	-57.194626
284.305573	-57.082821
284.642029	-58.402115
284.978485	-57.326675
285.314941	-57.545525
285.651398	-57.885471
285.987854	-58.683273
286.324310	-59.301304
286.660767	-60.687859
286.997223	-57.914482
287.333679	-58.134243
287.670135	-61.859081
288.006592	-58.327415
288.343048	-56.484478
288.679504	-56.297653
289.015961	-56.854847
289.352417	-58.763771
289.688873	-57.570618
290.025330	-58.633785
290.361786	-58.473450
290.698242	-60.478756
291.034698	-59.070667
291.371155	-57.541725
291.707611	-57.994164
292.044067	-58.483547
292.380524	-60.552170
292.716980	-58.493950
293.053436	-57.652256
293.389893	-59.646008
293.726349	-57.370785
294.062805	-55.865208
294.399261	-56.819279
294.735718	-58.128807
295.072174	-58.797241
295.408630	-60.022469
295.745087	-59.223083
296.081543	-56.482521
296.417999	-59.002613
296.754456	-54.740711
297.090912	-57.918724
297.427368	-58.043900
297.763824	-59.751583
298.100281	-59.122578
298.436737	-59.236187
298.773193	-56.894489
299.109650	-58.514786
299.446106	-57.504524
299.782562	-57.251083
300.119019	-58.372478
300.455475	-56.037102
300.791931	-58.046253
301.128387	-58.104187
301.464844	-61.488644
301.801300	-57.284164
302.137756	-56.508736
302.474213	-58.655704
302.810669	-57.449017
303.147125	-59.982822
303.483582	-57.994190
303.820038	-56.883717
304.156494	-57.728287
304.492950	-59.677074
304.829407	-58.161572
305.165863	-56.862129
305.502319	-55.669601
305.838776	-52.440178
306.175232	-48.868999
306.511688	-49.350796
306.848145	-54.366779
307.184601	-56.656303
307.521057	-57.664547
307.857513	-57.517101
308.193970	-57.442883
308.530426	-58.490662
308.866882	-58.533852
309.203339	-58.157722
309.539795	-59.033264
309.876251	-59.196095
310.212708	-58.240067
310.549164	-60.394489
310.885620	-58.279297
311.222076	-59.193752
311.558533	-58.986439
311.894989	-58.973293
312.231445	-57.778229
312.567902	-59.491833
312.904358	-58.346386
313.240814	-60.633896
313.577271	-60.352425
313.913727	-58.675655
314.250183	-60.086769
314.586639	-58.549187
314.923096	-58.188244
315.259552	-58.101059
315.596008	-60.610516
315.932465	-59.248322
316.268921	-60.061810
316.605377	-59.056412
316.941833	-59.726597
317.278290	-61.959393
317.614746	-60.886280
317.951202	-62.664661
318.287659	-59.967453
318.624115	-59.074703
318.960571	-59.114174
319.297028	-61.954575
319.633484	-59.195560
319.969940	-58.552635
320.306396	-58.457119
320.642853	-61.574970
320.979309	-58.787998
321.315765	-60.892559
321.652222	-62.334221
321.988678	-63.154804
322.325134	-61.190006
322.661591	-63.251526
322.998047	-59.247787
323.334503	-59.867664
323.670959	-58.601875
324.007416	-59.018799
324.343872	-62.257290
324.680328	-61.312283
325.016785	-61.392738
325.353241	-60.041195
325.689697	-60.044891
326.026154	-61.340107
326.362610	-60.705627
326.699066	-60.016857
327.035522	-61.123337
327.371979	-59.515030
327.708435	-58.049011
328.044891	-60.261528
328.381348	-60.309757
328.717804	-57.342434
329.054260	-60.022564
329.390717	-59.916931
329.727173	-60.397411
330.063629	-56.626736
330.400085	-59.909679
330.736542	-61.604790
331.072998	-60.079262
331.409454	-62.182320
331.745911	-62.601665
332.082367	-62.464825
332.418823	-58.977360
332.755280	-63.190262
333.091736	-62.861229
333.428192	-61.645401
333.764648	-61.073978
334.101105	-59.816036
334.437561	-64.626892
334.774017	-60.912971
335.110474	-58.041134
335.446930	-60.497955
335.783386	-60.979446
336.119843	-61.392963
336.456299	-62.859936
336.792755	-60.516487
337.129211	-61.929523
337.465668	-61.594688
337.802124	-62.564228
338.138580	-63.436630
338.475037	-61.711086
338.811493	-60.653847
339.147949	-62.350494
339.484406	-61.352737
339.820862	-62.506844
340.157318	-59.940247
340.493774	-63.707512
340.830231	-61.051800
341.166687	-61.635361
341.503143	-62.915108
341.839600	-61.822544
342.176056	-60.914192
342.512512	-61.436703
342.848969	-61.722633
343.185425	-58.959698
343.521881	-60.849728
343.858337	-59.263622
344.194794	-63.108543
344.531250	-63.111980
344.867706	-60.225544
345.204163	-60.260525
345.540619	-62.858395
345.877075	-62.572975
346.213531	-61.646664
346.549988	-62.070171
346.886444	-60.922546
347.222900	-62.004795
347.559357	-61.504414
347.895813	-62.042629
348.232269	-60.957985
348.568726	-63.885735
348.905182	-60.092815
349.241638	-61.460907
349.578094	-60.793701
349.914551	-62.213070
350.251007	-61.986153
350.587463	-60.646049
350.923920	-61.136208
351.260376	-60.617981
351.596832	-61.287601
351.933289	-61.807629
352.269745	-62.351528
352.606201	-61.955273
352.942657	-59.126995
353.279114	-59.594723
353.615570	-60.046116
353.952026	-60.867767
354.288483	-60.914013
354.624939	-62.071400
354.961395	-61.220943
355.297852	-60.840446
355.634308	-61.173172
355.970764	-61.117943
356.307220	-61.684143
356.643677	-63.033653
356.980133	-60.583893
357.316589	-61.718174
357.653046	-62.611317
357.989502	-62.494080
358.325958	-61.076843
358.662415	-62.019222
358.998871	-63.420319
359.335327	-61.636955
359.671783	-60.728016
360.008240	-61.781498
360.344696	-61.906857
360.681152	-63.735561
361.017609	-61.900749
361.354065	-64.114777
361.690521	-63.073460
362.026978	-60.765202
362.363434	-62.329117
362.699890	-60.975666
363.036346	-63.259682
363.372803	-65.102898
363.709259	-61.391693
364.045715	-62.898518
364.382172	-63.095490
364.718628	-64.109749
365.055084	-63.168446
365.391541	-63.945557
365.727997	-60.133629
366.064453	-62.341774
366.400909	-61.199272
366.737366	-62.935535
367.073822	-62.597420
367.410278	-63.389790
367.746735	-62.969524
368.083191	-59.460732
368.419647	-61.609352
368.756104	-64.682129
369.092560	-61.958130
369.429016	-61.206375
369.765472	-62.630703
370.101929	-63.178211
370.438385	-62.778759
370.774841	-60.310841
371.111298	-61.252426
371.447754	-62.981472
371.784210	-61.991127
372.120667	-60.850945
372.457123	-62.364704
372.793579	-62.364910
373.130035	-60.101234
373.466492	-61.860584
373.802948	-61.750599
374.139404	-61.502243
374.475861	-61.378540
374.812317	-60.434254
375.148773	-61.935375
375.485229	-62.496235
375.821686	-61.949951
376.158142	-61.140198
376.494598	-64.164642
376.831055	-60.013058
377.167511	-58.791481
377.503967	-62.083767
377.840424	-60.732086
378.176880	-59.949455
378.513336	-61.595165
378.849792	-61.676018
379.186249	-62.044487
379.522705	-62.247307
379.859161	-63.151455
380.195618	-63.095760
380.532074	-62.744404
380.868530	-62.770149
381.204987	-62.346794
381.541443	-63.971104
381.877899	-62.605171
382.214355	-62.563900
382.550812	-63.210632
382.887268	-61.616505
383.223724	-64.054169
383.560181	-61.921661
383.896637	-61.833237
384.233093	-63.146023
384.569550	-64.966698
384.906006	-62.137959
385.242462	-64.282249
385.578918	-62.065319
385.915375	-61.250698
386.251831	-63.338852
386.588287	-63.698616
386.924744	-61.080452
387.261200	-64.398415
387.597656	-63.224876
387.934113	-64.451012
388.270569	-60.674503
388.607025	-61.403091
388.943481	-65.152176
389.279938	-61.163635
389.616394	-61.191383
389.952850	-62.083443
390.289307	-62.313072
390.625763	-62.000954
390.962219	-61.563213
391.298676	-63.745308
391.635132	-62.552887
391.971588	-61.279858
392.308044	-60.837494
392.644501	-61.806637
392.980957	-64.362274
393.317413	-62.084087
393.653870	-61.599335
393.990326	-63.226711
394.326782	-63.789913
394.663239	-62.967289
394.999695	-61.732208
395.336151	-62.780418
395.672607	-62.332024
396.009064	-64.119453
396.345520	-61.620533
396.681976	-60.989655
397.018433	-61.517353
397.354889	-64.302155
397.691345	-61.517609
398.027802	-62.536495
398.364258	-60.951454
398.700714	-61.790447
399.037170	-62.871777
399.373627	-62.903389
399.710083	-60.879486
400.046539	-59.888386
400.382996	-59.121071
400.719452	-58.303604
